Date,Open,High,Low,Close,Adj Close,Volume
2017-01-16,12.579999923706055,12.59000015258789,11.529999732971191,11.539999961853027,11.539999961853027,0
2017-01-23,12.300000190734863,12.619999885559082,10.300000190734863,10.579999923706055,10.579999923706055,0
2017-01-30,11.100000381469727,12.989999771118164,9.970000267028809,10.970000267028809,10.970000267028809,0
2017-02-06,11.369999885559082,11.84000015258789,10.550000190734863,10.850000381469727,10.850000381469727,0
2017-02-13,11.359999656677246,12.859999656677246,10.729999542236328,11.489999771118164,11.489999771118164,0
2017-02-20,12.050000190734863,12.59000015258789,11.34000015258789,11.470000267028809,11.470000267028809,0
2017-02-27,11.779999732971191,12.960000038146973,10.9399995803833,10.960000038146973,10.960000038146973,0
2017-03-06,11.59000015258789,12.430000305175781,11.039999961853027,11.65999984741211,11.65999984741211,0
2017-03-13,12.15999984741211,12.539999961853027,10.600000381469727,11.279999732971191,11.279999732971191,0
2017-03-20,11.710000038146973,14.15999984741211,10.920000076293945,12.960000038146973,12.960000038146973,0
2017-03-27,14.779999732971191,15.109999656677246,11.029999732971191,12.369999885559082,12.369999885559082,0
2017-04-03,12.59000015258789,13.59000015258789,10.899999618530273,12.869999885559082,12.869999885559082,0
2017-04-10,13.239999771118164,16.219999313354492,12.9399995803833,15.960000038146973,15.960000038146973,0
2017-04-17,16.190000534057617,16.280000686645508,13.460000038146973,14.630000114440918,14.630000114440918,0
2017-04-24,11.5600004196167,12.010000228881836,10.220000267028809,10.819999694824219,10.819999694824219,0
2017-05-01,10.920000076293945,11.239999771118164,9.899999618530273,10.569999694824219,10.569999694824219,0
2017-05-08,10.529999732971191,11.229999542236328,9.5600004196167,10.399999618530273,10.399999618530273,0
2017-05-15,10.539999961853027,16.299999237060547,10.180000305175781,12.039999961853027,12.039999961853027,0
2017-05-22,12.289999961853027,12.520000457763672,9.649999618530273,9.8100004196167,9.8100004196167,0
2017-05-29,10.609999656677246,11.300000190734863,9.579999923706055,9.75,9.75,0
2017-06-05,10.079999923706055,12.109999656677246,9.369999885559082,10.699999809265137,10.699999809265137,0
2017-06-12,11.1899995803833,12.369999885559082,10.010000228881836,10.380000114440918,10.380000114440918,0
2017-06-19,10.569999694824219,11.399999618530273,9.850000381469727,10.020000457763672,10.020000457763672,0
