Week of Date,Avg Weekly Compound Sentiment,Vix Adj Close,Vix Return (%)
2017-01-16,,11.539999961853027,
2017-01-23,0.1811848484848485,10.579999923706056,-8.318891172620246
2017-01-30,-0.062077272727272724,10.970000267028809,3.686203649670161
2017-02-06,-0.08381136363636367,10.850000381469728,-1.093891364066324
2017-02-13,0.05706600000000002,11.489999771118164,5.898611678774368
2017-02-20,0.04404499999999999,11.470000267028809,-0.1740600912771728
2017-02-27,0.136176,10.960000038146973,-4.446383757704542
2017-03-06,0.26948,11.65999984741211,6.386859551357138
2017-03-13,0.310375,11.279999732971191,-3.2590061699293904
2017-03-20,0.14462173913043477,12.960000038146973,14.893620079308834
2017-03-27,0.2773656250000001,12.369999885559082,-4.5524702997782445
2017-04-03,0.26962592592592594,12.869999885559082,4.042037224136985
2017-04-10,0.5858439999999999,15.960000038146973,24.009325408425664
2017-04-17,0.0400032258064516,14.630000114440918,-8.33333283538309
2017-04-24,0.065675,10.81999969482422,-26.042381338438535
2017-05-01,0.2842314285714286,10.56999969482422,-2.31053610953047
2017-05-08,-0.016082222222222223,10.399999618530272,-1.6083262176175062
2017-05-15,0.4005588235294118,12.039999961853027,15.769234648823204
2017-05-22,0.5639222222222223,9.8100004196167,-18.521590941044476
2017-05-29,0.11057755102040816,9.75,-0.6116250463834683
2017-06-05,0.06642812499999999,10.699999809265137,9.743587787334729
2017-06-12,0.12870238095238096,10.380000114440918,-2.990651406807787
2017-06-19,0.33563207547169815,10.020000457763672,-3.4682047467071375
2017-06-26,-0.1056894736842105,11.18000030517578,11.576844255663875
2017-07-03,0.28804090909090907,11.1899995803833,0.08943895290318693
2017-07-10,0.19888032786885249,9.510000228881836,-15.01339959338871
2017-07-17,0.274172972972973,9.359999656677246,-1.5772930451572353
2017-07-24,0.17483866666666664,10.289999961853027,9.935901060769137
2017-07-31,0.3015960784313725,10.029999732971191,-2.5267272093848936
2017-08-07,0.1021866666666668,15.510000228881836,54.636098123676625
2017-08-14,0.15769206349206352,14.260000228881836,-8.059316451023136
2017-08-21,0.2792698113207547,11.279999732971191,-20.89761885048942
2017-08-28,0.3655204545454545,10.130000114440918,-10.195032320513707
2017-09-04,0.33490576923076915,12.119999885559082,19.6446174593947
2017-09-11,0.1692111111111111,10.170000076293944,-16.089107489089617
2017-09-18,0.42931176470588234,9.59000015258789,-5.703047387954507
2017-09-25,0.2882512499999999,9.510000228881836,-0.834201485225905
2017-10-02,0.25803802816901394,9.649999618530272,1.4721281417350296
2017-10-09,0.11744057971014489,9.609999656677246,-0.4145073931009935
2017-10-16,0.2502522388059701,9.970000267028809,3.746104299820918
2017-10-23,0.21620000000000003,9.800000190734863,-1.7051160656047615
2017-10-30,0.016939285714285712,9.140000343322754,-6.73469218945616
2017-11-06,0.41250188679245287,11.289999961853027,23.52297087276327
2017-11-13,0.32319215686274505,11.43000030517578,1.2400384747191184
2017-11-20,0.10221794871794868,9.670000076293944,-15.398076831939067
2017-11-27,0.15807692307692311,11.43000030517578,18.200622699026514
2017-12-04,0.08054090909090907,9.579999923706056,-16.18547972069605
2017-12-11,0.2398263157894737,9.420000076293944,-1.6701445583124475
2017-12-18,0.4511530612244896,9.899999618530272,5.095536500517439
2017-12-25,0.3477804878048779,11.039999961853027,11.515155426763513
2018-01-01,0.26751372549019603,9.220000267028809,-16.485504539066486
2018-01-08,0.21687454545454543,10.15999984741211,10.195222919296288
2018-01-15,0.21458727272727268,11.270000457763672,10.925203021871056
